,episode,rev_title,rev_content,rvr_rating
2,"""Star Trek: Voyager"" Drive (TV Episode 2000)",A race and relationships,"While out testing upgrades to the Delta Flyer Tom and Harry get involved in an informal race with an alien woman called Irina. It turns out that she is on her way to rally and suggests that Tom should enter in the Flyer. Captain Janeway readily accepts his request to take part thinking it will help crew moral. One person who is not so pleased is B'Elanna who had been looking forward to a holodeck holiday with Tom which she had spent some time arranging. Trying to save their relationship she persuades Harry to let her take his place in the race. After an audacious manoeuvre the Delta Flyer finishes the first stage in the lead although it might have caused an accident that injured Irina's copilot. It turned out it wasn't the Flyer that caused the accident but an act of sabotage. In the final leg Harry takes over as Irina's copilot largely because he has a bit of a crush on her. Once again something goes wrong with her ship and Harry realises why; she sabotaged it herself so that she would be well away from the finish line when the other ship she sabotaged exploded... that other ship being the Delta Flyer.This wasn't a bad episode and I enjoyed the idea of the Flyer taking part in a race it could have given us excitement without an antagonist or great peril; it was a pity that instead we got a clichéd plot featuring sabotage, it was also a bit of a shame that during what should have been an exciting climax we got a rather soapy scene between Tom and B'Elanna. The final scene where we see the words ""Just Married"" written on the Delta Flyer was pretty corny but earned a chuckle.",6
3,"""Star Trek: Voyager"" Drive (TV Episode 2000)",Boooooring!,At no point did I have even the slightest interest in this epiode. I am so bored when Tom does his 1950's motor head stuff. Why not just play Fonzie in Happy Days. The other thing that is also incredibly boring is his relationship with B'Lanna. Their constant snuggling and shows of affection just become tiresome. I find them both tedious when they are together. Really weak episode.,4
0,"""Star Trek: Voyager"" Repression (TV Episode 2000)",Who is attacking the Maquis?,"This was an interesting episode which started off much like a classic murder mystery, although the victims were being put into comas rather than being killed. The victims are all former members of the Maquis leading to a sense of paranoia amongst the remaining members. Tuvok who is in charge of the investigation makes a starling discovery; it turns out that the assailant had no idea that he was responsible, a message from home had triggered mind control programming which had been initiated years ago in the Alpha Quadrant. As the victims begin to wake from their comas and hear a trigger phase they seize control of the ship with the intention of abandoning the Star Fleet crew on a nearby planet; will any of them manage to break their programming before it is too late.I liked how this episode changed as it went along, I was expecting it to be a simple whodunit but we learnt who was responsible about half way through. Even though the attacker is revealed before the half way point I won't reveal who it was here as I wouldn't want to spoil the surprise.",8
1,"""Star Trek: Voyager"" Repression (TV Episode 2000)",Nigh unwatchable,"A lot of people consider the season 2 episode where Paris and Janeway turn into space slugs, hook up, and pop out a couple of space slug kids as the worst episode of Voyager, and even Star Trek history, but they obviously never made it far enough to watch this steaming pile of crap.We start off with some Bajoran witch doctor putting some space voodoo on Voyager, then immediately to the ""comic"" relief in which Mr. and Mrs. Tom Paris go on a date night to a 3D movie theater. On the holodeck. The irony is not lost on B'Lanna, who comments that it seems silly to watch two-dimensional technology using three-dimensional holographic equipment. Not seems, Mrs. Paris, IS. IS SILLY. The most sophisticated entertainment system ever created, and little Tommy Paris uses it to watch 400-year-old movies. That's like using my playstation to watch...well, nothing, because entertainment wasn't even invented until the 20th century.Back to Voyager - seems as if someone is attacking seemingly random crew people until it's revealed that it's not random, there's a pattern - they're all former Maquis! Hey, remember that thing that stopped being an issue in Season One? Nope, me either.It's been SEVEN YEARS. Why bother reminding the audience of a storyline so long-abandoned, so mundane, even the characters didn't care about it anymore?Somehow it's revealed that the Bajoran witch doctor is some kind of Dr. Mindbender, who did a bunch of experiments on Tuvok because he was jealous that the Maquis kicked him out of their club. What?! Why does any of this matter? Seven years ago, it might have mattered. This feels like another ""Friday Before A Holiday Weekend"" episode, where the writers just found whatever resembled a story and made them shoot it the next week.Shameful. Anyway, the Bajoran has been using Tuvok to mind-meld with the Maquis people, of which Chakotay states is about 1/4 of Voyager's crew. On the high side, Voyager has 150 crew people, so that makes around 32 Maquis. After Tuvok's mind-melds, all of the FORMER Maquis (because remember, THIS DOESN'T MATTER ANYMORE) become all crazy mind-controlled and stage an insurrection, taking over Voyager. Why? Why is any of this happening? Turns out no one knows or cares. Best part? When Evil Maquis Chakotay tells Evil Maquis Tuvok that they still had around 21 of their people who didn't get the mind-meld, so they can't help. 21 of 32 are not helping them. That leaves 11. Eleven former Maquis took over all of Voyager without any pushback. More than 11 people get sick after eating Neelix's cooking on a nightly basis.All this stupidity ends when Janeway tells Tuvok to remember who he is, and then he does and something happens, the end.Just a dumb, dumb, useless episode. Which is a shame, because it started out really great with a Ten Little Indians kind of feel with the crew getting attacked one at a time.Eleven people. Give me a break. They even changed out of their Starfleet uniforms after they took over the ship. So, outmatched around 12-1, the Maquis jerkwads find a way to take the ship and stop by their apartments to change their clothes in the process.Poo. Utter poo. 2/10 and only because of that horror movie vibe that died around 10 minutes in.",2
2,"""Star Trek: Voyager"" Repression (TV Episode 2000)",Kinda weird but pretty good,"Something odd is happening. Several crew members who were members of the Maquis have been attacked and are found in comas. They don't die and actually eventually recover but they have no idea who is responsible. Mr. Tuvok is in charge of investigating the matter and his results are VERY disturbing, as apparently some evil piggy used one of the letters sent through the pulsar in order to brainwash a crew member to do all this. Why? What is the ultimate goal? This is a pretty good episode overall. However, I did laugh when Tom Paris and the crew were all doing a recreation night where they sat and watched 3-D movies from the 1950s. This technology was CRAP and it's funny that the writer of the show didn't realize that the 3-D films which would come only a decade after the show aired actually DID look 3-D. In fact, my daughter and I love seeing all the 24th century gadgets that actually are possible NOW or in the very near future!",7
3,"""Star Trek: Voyager"" Repression (TV Episode 2000)",Slightly Better Than Spock's Brain,"So many plot holes. Such a ridiculous premise. This two bit Manchurian Candidate plot goes nowhere. When we FINALLY get to the climax, most people would already be asleep. The old Maquis rebellion rears its head. Of course, Tuvok using only Vulcan evidence to solve a murder mystery (where no one has been murdered) is kind of interesting. I can't think of anything to say. Just awful.",2
0,"""Star Trek: Voyager"" Critical Care (TV Episode 2000)",The Doctor gets kidnapped,"After an alien trader visits Voyager The Doctor finds himself on at an overcrowded and under supplied hospital ward. He is understandable not happy that his program and mobile emitter were stolen but can't ignore the suffering of the many patients. After treating a few people he finds himself summoned from the Red Level he is on to the Blue Level; what he finds there shocks him; here there are a handful of patients with no real illness being given the drugs that are desperately needed by those on Red Level. He is told that the people on Red Level are deemed to be less important to the society. In an attempt to help Tebbis, one of the Red patients he takes medicine from the Blue Level, after a success he tries to help everybody there, unfortunately when the authorities find out they withdraw all the medication and Tebbis dies. Forced to stay on Blue Level the Doctor takes drastic action which puts the hospital's administrator in danger. While the Doctor is off Voyager the crew spend time looking for the trader and then Tuvok and Neelix use interrogation techniques that probably breech several Star Fleet protocols.This was an enjoyable episode with a nice moral dilemma. As usual Robert Picardo did a great job as The Doctor. There were also notable guest performances from Larry Drake as the administrator and Gregory Itzin as the doctor in charge of Blue Level who comes around to support The Doctor.",8
1,"""Star Trek: Voyager"" Critical Care (TV Episode 2000)",Medical Ethics Put to the Test,"A shyster kidnaps the Doc and sells him to a hospital ship. While on board he comes to realize that there is a hierarchical method of treating patients. The poor and infirm are in the red zone and are doomed, for the most part, while the ""Blue"" patients get elective surgeries and injections. The Doctor must deal with treating the weak, but in the process makes a costly mistake.",8
2,"""Star Trek: Voyager"" Critical Care (TV Episode 2000)",And you thought ObamaCare was rough!,"When the show begins, the Doctor is activated and shocked that he's NOT on Voyager. It seems someone stole his program and holo emitter and sold it! Until he can be rescued, he has to make the best of it. However, it's soon apparent that he's on a hellish planet and the medical treatment is allocated according to how beneficial you are to society. In other words, if you have a red designation, you get very little treatment--even if it isn't very expensive. But, if you're a blue, then you are in luck!I liked this commentary on health care--it has a lot of parallels to today and I am sure the writer intended this. In addition, it's a dandy episode and you'll like the way Neelix deals with the thief. And, if you do watch it, look for Larry Drake (a regular on ""LA Law"" and in the ""Darkman"" films) as well as Jim O'Heir (Larry/Gerry/Terry/Gary from ""Parks and Recreation) in one of his first roles. He's under a lot of make-up--so listen for his voice as he plays a man crying about losing his wife.",8
3,"""Star Trek: Voyager"" Critical Care (TV Episode 2000)",Mandatory Viewing for Any American of Sound Conscience,"Critical Care provides a splendid rebuttal to the opinion, common among the stentorian tribunes of stifling neoliberal orthodoxy, that a ""meritocratic"" capitalist society will distribute resources to those who therefore ""deserve"" to obtain medical treatment. The ethic is straightforward: fitness for medical care should be judged by the criterion of how sick one is, not by one's means.",10
0,"""Star Trek: Voyager"" Inside Man (TV Episode 2000)",A possible way home?,"After two months without any mail from the Alpha Quadrant the crew are pleased when they get a larger than usual data stream; it turns out that once again there isn't any mail, however it does contain a holographic version of Lt. Barclay bringing news that there is a way that will enable the crew to get home in a few days by passing through a ""geodesic fold"". Janeway points out that they have considered doing this before but rejected the idea as the radiation levels would kill the crew. Holographic Reg reassures them that with changes to the shields and an inoculation they would all be safe.Back on Earth the real Reg believes that his messages have failed to get through, probably because it has been stolen by the Borg or the Romulans. This leaves the viewer wondering if one of these races has stolen the hologram and reprogrammed it before sending it onto Voyager or it got through as intended and Reg is wrong about it being lost. After he is told to take some leave Reg goes and finds Counselor Troi who isn't too pleased to be disturbed on her holiday. She agrees to a quick talk and comes to the conclusion that Reg might be right about the program being stolen when he mentions having had a girl friend who left him just after the hologram's program was lost. It turns out she was working for a group of Ferengis who are trying to get their hands on Seven of Nine's nanoprobes. The crew of Voyager are mostly oblivious that they are about to get killed meaning Reg must persuade the Ferengis to collapse the fold before Voyager can enter it.Initially I thought I wouldn't enjoy this episode as the Holographic Reg was so extremely confident as to be annoying but it is explained well enough. It was a nice twist to have the Ferengis be the antagonists rather than anybody Reg initially suspected. There was some humour thrown in, the best being when Harry is shown to be gullible.. again.",8
1,"""Star Trek: Voyager"" Inside Man (TV Episode 2000)",There's evil afoot...and it's Barkley!,"When the show begins, instead of the usual monthly transmission of letters from Starfleet, something very, very BIG arrives instead--a hologram! When they activate it, it's a holographic Lt. Barkley. However, this one is very little like the real Barkley. He's sophisticated, clever and very entertaining. The crew loves him. However, what no one on Voyager realizes is that he is also something else....EVIL!!! It seems that this hologram was NOT sent by Starfleet but was stolen by the Ferengi and they're going to use it to steal something. But what? And how did they get this technology? And, more importantly, how can they warn Voyager once the folks on Earth discover the plot?!This is a very good episode and is worth seeing. Plus, it must have been fun to be able to expand the Barkley character through his emotive, self-assured and evil holograph. Well worth seeing.",8
2,"""Star Trek: Voyager"" Inside Man (TV Episode 2000)",Paris Is Right,"These worm holes and channels that go from one quadrant to another are enticing to the Voyager crew. Put Barclay in charge and a hologram that misrepresents him and a trio of Ferengi and everything is potentially haywire. Once again, the crew completely falls for a con man and almost get themselves killed. Seven seems to be the desired prize. These episodes leave me a little cold.",7
0,"""Star Trek: Voyager"" Body and Soul (TV Episode 2000)",The Doctor possesses Seven,"This episode which focuses on an away mission that goes wrong for Seven of Nine, The Doctor and Harry features both action and humour. While out studying primitive DNA in a comet the Delta Flyer is attacked by an alien ship that is at war against holographic life forms and considers the doctor to be a threat. As his holo-matrix begins to fail his program is downloaded into Seven's cybernetic implants. This leads to the Doctor possessing Seven's body; something he seems to enjoy as he shows their captor the range of food and drink the Flyer's replicator can produce and even gets sexually aroused when given a massage by a female member of their captor's crew. Needless to say when he is transferred back to her emitter Seven is less than impressed. Back on Voyager Tuvok has entered his once-in-seven-year mating cycle which leads to emotional instability, Tom suggests he uses the holodeck to relieve his tensions but this attracts the hologram hating aliens. Luckily their ship is no match for Voyager and after the Doctor transmits the details of the ship the Flyer is on Voyager mounts a rescue.This was a fun episode, while there are plenty of good action scenes the real highlight of this episode is Jeri Ryan's portrayal of Seven of Nine during her possession by The Doctor, it was delightful to see a normally very restrained character revelling in her senses.",8
1,"""Star Trek: Voyager"" Body and Soul (TV Episode 2000)",2 become 1,"Probably the best two characters on from Voyager make this a thoroughly entertaining episode. As the delta flyer with Harry, Seven and the Dr have been on a mission through Lokrim space they are arrested for transporting a phototonic, our Dr (only we know him as Voyagers' hologram). So to save him from being - terminated Seven downloads his program to her cyber implants and that's where the fun begins as he is now actually in control of her body. After she/he is taken to the captain of the lokrim ship for interrogation, having to prove that the replicators are not weapon creators, an overindulgence of rich food and sinthahol leads to an extremely funny episode.",9
2,"""Star Trek: Voyager"" Body and Soul (TV Episode 2000)",A lot of fun....,"When the show begins, a shuttle with Seven, Harry and the Doctor is set upon by an alien species. It seems that these folks HATE holograms and detected the Doctor's presence on the ship. However, due to some quick thinking, Seven sticks the Doctor in a file within her Borg implants. This way, they can save him. Despite not finding the holo man, these folks take Harry and Seven prisoner. But with the Doctor inside, often Seven behaves a lot like him--and Jeri Ryan did a great job impersonating his manner. It's a bit confusing when the Captain of this ship, a guy, falls for Seven. And, a bit later, the Doctor finds himself falling for one of these aliens. All in all, very confusing but funny--and a great chance to see that Ms. Ryan really can act. Well worth seeing for this as well as Captain Janeway's unusual style of diplomacy in this particular show. A real treat.",9
3,"""Star Trek: Voyager"" Body and Soul (TV Episode 2000)",Of PON FARR and Holograms.,"Or, as the Lokirrim call them, ""Photonic Insurgents"".Seven of Sixty-Nine and Harry Him are suffering through an away mission with The Doctor - He has found a Comet which is carrying some ""Pre- Animate Matter Caught in the Matrix"" (Some of these words were uttered by Captain Chekov in ""Star Wreck II: The Wrath of Khan"") - Or the matter COULD have really been caught IN The Matrix, I think ""The Matrix"" had been shown in Theatres by that time. After I watched this incredibly funny episode, I felt like *I* was in the Matrix.To get back off topic, The Doctor is going off on a new tangent about this stuff when The Delta Flyer is Attacked in an Unprovoked Fashion, by Paranoid Aliens hunting down ""Photonic Insurgents"". Enter Fritz Sperberg (Ranek) and yet another role for Megan Gallagher (Lt. Jaryn)- And The Doctor seems to have been decompiled by the Lokirrim's ""Remote- Decompiler"" - At least this is what Seven says has happened. ""You Murdered him, you decompiled him"" and they get tossed into the Lokirrim Ship's Hoosegow.But the reports of The Doctor's Decompilation are a little Premature, he stuck himself into Seven! So for the next 39 minutes, Jeri Ryan makes us utterly BELIEVE that Robert Picardo is LIVING in her Borg Implanted SKIN.Meanwhile, back on Voyeur, Tuvok is undergoing a Tarelian Mumps attack that he had about ""seven"" years earlier. Tom Paris sets him on a diet of Hormones and promises discretion, but it is not that all of the rest of the crew including Janeway don't know what's really happening.""Seven"" is called on by Captain Ranek to explain the Delta Flyer, Replicators and Cheesecake. So they gorge themselves and drink massive amounts of booze to top it off, while The Doctor in control of Seven blathers on about how much she owes everything to the most important person in the universe - The Doctor.She/He gets the Mobile Emitter back but has to agree to act as a Ships Doctor- When The Doctor is finally put back into The Emitter, Seven is VERY angry- But she can hardly stand, due to the 8 glasses of Champagne The Doctor indulged in. If you think back a few episodes, and remember what happens when she drank just ONE glass (It was in the episode where they tried to use the Quantum-Slipstream Drive from ""Hope and Fear"" ""Timeless"").After The Doctor agrees to behave, Seven plans to acquire Captain Ranek's command codes. Seems like Ranek is a little Intrigued by Doctor Seven as well, he tried to cram his tongue down Seven's Throat. To make matters worse, the Doc is also a little intrigued by Jaryn (Gallagher), who almost causes an unlikely ""Hormonic Accident"" while giving him a massage!Back at Voyeur, Tom creates a Holodeck version of Tuvok's Wife (Marva Hicks) - And we get to see, almost, what really would have happened to Spock in ""Amok Time"" had his wife decided not to go all ""Kalifi"" on him- But as Tuvok starts into it, Voyager is attacked by another Lokaran ship, because they detected the Holodeck. Janeway has to agree not to use the Holodeck for a while, frustrating Tuvok.When Seven confronts The Doctor about his becoming aroused, he gives us GUILTY look number 47-A: The jutting-out of the lower jaw. What a spot! There simply is no way of coming out of this conundrum clean, Er, Or, with clean pants at least.The Award of the Decade goes to Jeri Ryan, she has every move, every vocal inflection, every bit of The Doctor's personality. But with a bit of Femininity added. But he/she is still his verbose and bragging and irritating self.So She/He uses the ammo She/He's GOT against Ranek, and knocks him out, sends a message to Voyeur, and they are just as Confuddled by this Genderbent Doctor. But they get the gist, kick their escort ships Arse, and haul Arse over to where Ranek's ship is. Ranek tries to retaliate, but the real Seven shuts down their Shields, and Ranek is hurt. It takes The Doctor saving his life to get the whole Lokaran ship to drop their personal shields as well.This episode was some indication of the Photonic Rebellion that is explored in ""Flash and Blood"" parts I and II- At this time, Janeway had no idea - That she caused this as well.And as always this whole Episode is Tom Paris' fault - Or at least Robert Duncan McNeill's who directed it. Ironically, Paris whips up a Photonic solution for Tuvok' 7-Year Itch, and this plays out in parallel with the Photonic Phoreplay of The Doctor.",10
4,"""Star Trek: Voyager"" Body and Soul (TV Episode 2000)",New York Cheese Cake,"This is an episode that brings in a sense of humor. When Kim, Seven, and the Doc find themselves grabbed by a crew that hates holograms (photonics), they are put in the brig. The Doc, to keep from being discovered, becomes part of Seven. Their talents get them an active role on the ship, treating casualties and illnesses. There are some comic moments when the beautiful Seven exhibits the Doc's overbearing personality. The Captain of the ship begins to put moves on him/her. They play it well and it is quite entertaining.",9
