,episode,rev_title,rev_content,rvr_rating
2,"""Star Trek"" The Practical Joker (TV Episode 1974)",kid's stuff.,"As I always point out, the animation for this show is pure crap. Low cell counts (with jerky, robotic movements) and ugly drawings are the norm for this series--and this one is unfortunately no exception. Even by 70s TV cartoons, this one is butt ugly. The show begins with Romulans attacking Enterprise. The Captain takes the ship through an energy field to avoid them and in the process the computer aboard the ship is affected--becoming goofy and with a bad sense of humor. Dribble glasses, pies in the face graffiti on the Captain's uniform and other simple-minded pranks start occurring and everyone aboard laughs like crazy. Mostly, however, it looks like stuff most children watching the show would have laughed at instead of adults. Well, they eventually discover that the computer is behind all this.This episode is clearly one that kids would love--because they would have thought the computer's jokes were funny. As for older audiences (and it's amazing that adults really embraced this show), it's harder going due to its silliness--which grates on you after a while. My verdict is an 8 for kids and a 5 for adults.By the way, it is interesting that this show debuts the holodeck-- something I incorrectly assumed was created on ""Star Trek: The Next Generation"".",5
3,"""Star Trek"" The Practical Joker (TV Episode 1974)",Today Is April 1!!!!,"The Enterprise, chased by the Romulans, has to go through an energy field. After this takes place, lame practical jokes begin happening. It becomes epidemic and is threatening the crew's abilities. It is soon realized that it is the Enterprise, and not a crew member, that is the cause of all this. Soon after this, the ship puts out Nitrous Oxide and the crew can't stop laughing. This is another one of the more childish episodes that didn't bring this show back for another season.",5
4,"""Star Trek"" The Practical Joker (TV Episode 1974)",Star Trek: The Practical Joker,"""Practical Joker"" might be considered one of the sillier episodes of the cartoon of the original series of Star Trek, but I think it has some cool things to offer fans. Like the initial attack by Romulan warbirds who claim that the Enterprise has invaded their space--in turn breaking the Neutral Zone treaty--while studying asteroids during a routine mission, the ""rec room"" (clearly an inspiration for the Holodeck on The Next Generation) where Doctor McCoy, Uhura, and Suli become trapped and toyed with, and an inflatable Enterprise surprising the Romulans who halt a potential attack on the real vulnerable Enterprise. The plot involves, believe it or not, the Enterprise ""having a nervous breakdown"" (as explained by Spock as a ship behaving illogically, therefore perplexing his logical mind) after the ship travels through an energy field to avoid further damage by the Romulans. The main computer of the Enterprise begins playing practical jokes on the crew and laughing because of them! Like the food machines suffering malfunctions (at one point, a machine spits out a load of food at Scotty, including a whipped cream pie that splats on his face!), or a release of nitrous oxide causing all on board to suffer the laughing effects of the gas: when Kirk orders Scotty to shut the logic computer off, it retaliates by causing the gravitational systems to usurp their efforts! The rec room situation (where McCoy, Uhura, and Sulu are stuck and cannot get out, with the computer ultimately creating a whiteout snowstorm location for them to suffer before a hedge maze appears with them stuck right in the middle!) is one of the most dangerous that is featured in the episode (which mostly seems geared towards laughs instead of suspense). It is resolved easily, while Kirk outsmarts his ship's paranoid (and practical joking) computer by feigning terror about traveling back through the energy field that caused their current situation. The Romulans seem to have used the asteroid study, claiming invasion of their space, merely as a tactic to engage in battle with the Enterprise, so Kirk's using them as a comic foil by way of a pursuit through the energy field is an amusing counter to their lopsided three-to-one advantage and attack approach. I just had a lot of fun watching this one: it is more aimed at children and features a lot of jokes played on Kirk and crew (Spock's eye-viewer gag, the dribbling drinking glasses, and laughing gas sequence are all amusing touches, as is the computer itself laughing gleefully at the crew). I think this is a good example of how the cartoon format can be beneficial in presenting imaginative moments that a feature television series (at that time) weren't quite able to do, like the rec room's creation of locations through programs, or the gravitational reaction of the computer leaving Scotty floating and needing to crawl out of Engineering on all fours, upside down, across the ceiling, just to exit safely. A cartoon did have advantages: ideas that weren't economically feasible on a television format were possible in animated form.",7
0,"""Star Trek"" Albatross (TV Episode 1974)",Actually Pretty Decent,"In ""Albatross"", after delivering medical supplies to a distant Federation contact, Dr. McCoy is placed under arrest for causing an epidemic 19 years ago that wiped at a sister planet. His sloppy medical practices allegedly caused thousands to die. The Enterprise heads to the planet to investigate as Bones sits in a jail cell. After finding a local to testify on McCoy's behalf, the entire crew (besides Spock) plus the witness comes down with the plague. Spock must spring McCoy from the clink in order to find an antidote in time and clear Bones' good name.This is one of the highlights of the series. It's got a good story and actual stakes on the line. We meet a new alien race with a swift justice system. Besides the abysmal animation and the corny ending, this episode is fairly well done.",6
1,"""Star Trek"" Albatross (TV Episode 1974)",Surprisingly good.,"""Albatross"" is a surprisingly good episode of ""Star Trek the Animated Series"". Now I am NOT saying it's well-animated. No, as usual the animation really sucks as the characters move in a very robotic fashion and the quality of many (but not all) of the drawings is suspect. But the story itself is MUCH closer to the style of the original ""Star Trek""--something severely lacking in many of the cartoons. Many feel like they are more designed for kids and not for Trek-lovers--which was probably the case back in 1974. This one, on the other hand, could have been hashed out into a decent script for a live-action show.As for the show, Dr. McCoy helps a race of beings on a far off planet. For his troubles, he is arrested--and charged with killing off a race on a nearby planet 19 years ago! So, it's like the old saying ""No good deed goes unpunished"" and McCoy and his BFFs need to reconstruct events to determine if McCoy's vaccinations of these people long ago led to a plague (Jenny McCarthy, take note). Overall, not great because of the craptastic animation. But tolerable because of the good script.",7
2,"""Star Trek"" Albatross (TV Episode 1974)",You Can't Get a Break,"Leonard McCoy helps one race, only to cause problems for another. Circumvention is necessary or he may face death or imprisonment for good. The simplistic nature of these cartoon entries makes it hard to attend to them. The animation is very weak, with little movement. The story lines don't seem very interesting, and the solutions seem to be a little too easy. Imagine an animated effort with some heart and effort.",6
0,"""Star Trek"" How Sharper Than a Serpent's Tooth (TV Episode 1974)",Who Mourns For KULKULKAN?,"HOW SHARPER THAN A SERPENT'S TOOTH was yet another ""variation on a theme"" regarding aliens who were either obsessed with Earth in the past or had visited there and had an impact on Earth's history: THE SQUIRE OF GOTHOS, WHO MOURNS FOR ADONAIS?, THE MAGICKS OF MEGAS-TU, or, in DOCTOR WHO terms, THE DAEMONS. Here's it's the winged serpent Kulkulkan, who influenced the Mayan civilization (and apparently also influenced The Toltecs and The Chinese). The closest parallel here would be ""Apollo"", and this almost feels like a remake of his story, only with more ""sci-fi"" elements, and about a hundred times the budget (if it had been live-action instead of a cartoon).Once more ""predicting"" much-later developments (despite incessant protests, it seems painfully clear the people who worked on the various STAR TREK spin-offs were influenced by THESE CARTOONS) is helmsman ""Ensign Walking Bear"", a member of the Cherokee tribe who says he's studied the history of many Native American cultures. (""Chakotay"" on VOYAGER is rather similar-- a Native American turns up, and his whole personality seems to be summed up by being the ""expert"" when it comes to ""Native American"" things. George Takei objected to that sort of thing-- it's why in THE NAKED TIME he used a rapier and was obsessed with D'Artagnon, instead of using a samurai sword as originally suggested.) Once again we have an alien being who ""helped"" mankind in the distant past, is bugged that they have ""forgotten"" him, and still insists on thinking of them as his ""chidren"". It takes quite a bit of effort of Kirk's part, but, EVENTUALLY, he convinces Kulkulkan that mankind has ""grown up"", that while still a violent species they use their minds and put every effort into living in peace, and that ""any intelligent species cannot be simply led by the hand"".Some of the design work in here is impressive, including Kulkulkan's spaceship, the Mayan city (presumably some sort of holographic creation), and the ""zoo"" which collects various animals in such a way they they each believe they're in their natural environments, and are unaware they're really in tiny glass enclosures).Perhaps the most annoying thing in this episode (apart fro Kulkulkan's general attitude for most of it) is the way William Shatner MIS-PROPNOUNCES Kulkulkan's name every single time he says it (as ""Ku-KLU-Kan""-- did he think the serpent was wearing a white robe or something?).I got a laugh when Kirk injects the savage ""power cat"" with a tranquilizer and is knocked aside, then McCoy asks him, ""Did you inject the cat, or yourself?"" The ending of the story manages to find an excuse to squeeze in yet another Shakespeare reference, which is where the story gets its name-- ""How sharper than a serpent's tooth it is to have an ungrateful child.""Writer David Wise has had a long career, mostly writing cartoons, while his collaborator, Russell Bates, only ever did this and an episode of ISIS. In both cases, this was their first TV work.Not one of my favorites, but I still wish this series had continued on a lot longer than it did. It's just disgraceful that Filmnation only did 6 episodes the 2nd season, and then that was it.",7
1,"""Star Trek"" How Sharper Than a Serpent's Tooth (TV Episode 1974)","Ambitious Cartoon ""Trek"" With Ideas For Future Installments","The Animated ""Star Trek"" series from 1973 - 1974 was an odd bird to begin with, and this may be its most bizarre installment that actually suggests a few ideas the franchise would later re-visit on a grander scale.An ""unidentified space probe"" leaving a swath of destruction in its path is headed right for the Earth, and only James Tiberious Kirk & the crew of his USS Enterprise stand between it and certain doom. The probe refuses to answer any hailing frequency communication attempts and brushes aside any attempts to stop it. The Enterprise engages the ship and finds that it is a ceramic based craft of infinite age, piloted by an equally infinitely old being known as Kukulkan, who had visited Earth eons before to teach humans to evolve into a technically sophisticated civilization patterned on the Mayans & Toltecs who would worship the being as a god.Pretty heavy stuff for Saturday morning cartoon fare with some really cool art designs depicting a vision of the city that the being had envisioned, made of architectural components from various human civilizations like the Meso Americans, the Khmer people's Angkor Wat, the ancient Egyption obelisks, etc. Which is ironic given William Shatner's own preoccupation with the ""Ancient Astronauts"" theories he explored in a highly entertaining documentary released on home video under such dubious titles as CAPTAIN KIRK'S ALIEN MYSTERIES and MYSTERIES OF THE GODS. I watched it yesterday and wondered where I'd heard about jungle pyramids + Captain Kirk before. Huh.The basic idea of an implacable alien space probe on a single minded mission to destroy the Earth because of antiquated events (the Voyager space missions, the near extinction of the whale species in our oceans) would later find greater form in STAR TREK: THE MOTION PICTURE and STAR TREK IV: THE VOYAGE HOME. Though the concept had been familiar to the Trek universe since the dynamite 2nd season Original Series episode ""The Changeling"", which also has a mutated alien space probe on its way to apparently destroy the Earth while on some cosmic quest for knowledge.And the idea of humans coming in contact with ancient intelligences also figured directly into three Original Series episodes: ""The Immunity Syndrome"", ""Return To Tomorrow"", and the likewise sprawlingly titled ""For The World Is Hollow And I Have Touched The Sky"". By simply shuffling around previously used ideas, writers Russel Bates & David Wise managed to come up with something familiar yet new. If anything the episode is a little overburdened with good ideas and the story feels rushed. I wish we'd been able to learn more about Kukulkan's voyages through space & time.That lunkheaded 1974 era network television would actually allow such complex ideas to take form in entertainment primarily aimed at children is nothing short of remarkable -- A marvelous fluke, which pretty much sums up the whole Animated Series experience. It's unique stuff that has long deserved a proper place in the Star Trek franchise, and thanks to the DVD age & the internet your own Complete Series box set is only a few mouse clicks away.6/10",6
2,"""Star Trek"" How Sharper Than a Serpent's Tooth (TV Episode 1974)",Not a Lot Here,"This series just ran out of gas. A probe has attacked the Enterprise. It has the form of an ancient Mayan god. Fortunately, the Enterprise just happens to have a Comanche helmsman on board and he is able to talk to the thing. Kirk and his officers are beamed to a planetary surface where they must deal with this old god. Meanwhile, the Enterprise is in some impregnable bubble and Spock now must figure out out to get out. Just another day at the office for the writers and the animators (boy the animation is terrible on these episodes).",5
3,"""Star Trek"" How Sharper Than a Serpent's Tooth (TV Episode 1974)","A poor remake of ""Who Mourns for Adonis?""","If I were to pick one of the original episodes of ""Star Trek"" to remake or rework for the cartoon series, one of the last ones I'd ever consider would be ""Who Mourns for Adonis?"". It was clearly a sub-par and rather embarrassing episode where the Greek god, Apollo, captured the Enterprise and brought some of the crew down to his planet in order to be worshiped. Yet, someone DID decide to do just that--and they managed to make the plot even a bit stupider!When the show begins, Mr. Sulu is NOT at the helm--so you know that there is some reason for this. Sure enough, when a weird spacecraft arrives and takes hold of Enterprise, this never before or since seen crew member just happens to be in the right place at the right time. He is the only one among the crew that recognize their captor. It's Kukulkan (also known to the Aztecs as Quetelcoatl)-- the Mayan bird/serpent god!! What follows is just stupid.While many episodes of the old cartoon series are decent plots marred by bad animation, this particular one doesn't even have a decent plot--just bad animation and a re-tread plot. The only thing I liked was some of the dialog but that isn't enough to make this one worth recommending.",2
4,"""Star Trek"" How Sharper Than a Serpent's Tooth (TV Episode 1974)",Rehash of Old Plot,"In ""How Sharper Than a Serpent's Tooth"", the Enterprise comes across a mysterious ship containing a being claiming to be mythological figures of Earth's history. It traps the Enterprise and demands worshipping. Spock and Kirk shows it the error of its ways and that humans aren't so far beneath it as it originally assumed.I wasn't a big fan of the first time they did this plot on TOS and I'm even less of a fan of it here. It's all very boring and slow with little to no redeeming qualities. Pass.",3
0,"""Star Trek"" The Counter-Clock Incident (TV Episode 1974)",Dumb ending,"The main reason I'm writing this review it's for the decision made at the end where it supposed to be Noble that the guy chose to go back to his original age of 75 because he had lived such a good and fulfilling life. But I thought if I was given a second chance to be young again I wouldn't want to redo the life that I did I would want to make a sequel to the life I already did and live so well. But instead of doing that he goes and and him and his wife get old again. Dumb.
Also the science in this is ridiculous. I mean unless time in the reverse Universe went faster than time in our universe how would they have turned your children so quickly? Unless they were in the reverse Universe for years that would have never happened or in less than reversed Universe win at a faster time backwards then our universe does going forward. I mean I could see the whole thing being a matter of months before they got out but not years or decades that would have then required for them to revert to Children since most of them were several decades old.",1
1,"""Star Trek"" The Counter-Clock Incident (TV Episode 1974)","Bad science, good message","Plot; While on a mission to take Commodore Robert April--the Enterprise's first commander--to his retirement ceremony, Kirk and his crew are pulled into an alternate universe where time goes in reverse.Wonky science aside (I'm no Sir Isaac Einstein, but even I know none of this adds up), this is a semi-somewhat-kinda compelling episode that ultimately delivers a good message about ageism and our tendency to undervalue the hard earned wisdom won through experience.Once again James Doohan is MVP, voicing four different characters.In this alternate universe, people are born fully grown. Ouchie.This was the last episode of ST:TAS.",6
2,"""Star Trek"" The Counter-Clock Incident (TV Episode 1974)",The End of the 5 Year Mission,"In ""The Counter-Clock Incident"", on the way to a retirement ceremony for the original Captain of the Enterprise, the ship is pulled into an alternate universe where everything works backwards, even aging. As the crew begins to grow younger, this mist figure out how to return to their own univerybefore they're Benjamin Buttoned out of existence.This episode is... confusing. The idea itself isn't too bad but nothing really lines up with Star Trek lore, nor does the explanation of the science occurring ever really hold any water. It's not the worst episode for the series to go out on though. This how we see the end of their original 5 year mission.",5
3,"""Star Trek"" The Counter-Clock Incident (TV Episode 1974)",An Interesting Conclusion,"I don't know if there is any science that supports what happened here, but there are good intentions all around and a solid message. By trying to do good, the Enterprise cause some serious damage and has to find a way out of it. An alien vessel is heading into a nova and they try to stop it, not realizing that they were on a necessary trip. We have a preposterous solution, but every episode of this animated series was preposterous.",7
4,"""Star Trek"" The Counter-Clock Incident (TV Episode 1974)","While this one does NOT fit in with the rest of the Trek canon, it is one of the better shows in the series.","Much of what occurs in this final episode of the ""Star Trek"" violates what you'll later see in series such as ""Star Trek: Enterprise"" as well as the movie ""Star Trek: First Contact"". For example, the first captain of Enterprise is Captain April--and they also say this same ship, NCC-1701, is the first Federation ship with warp technology. My advice is to just ignore all this....get over it and just watch. What you'll see is a reasonably interesting but, once again, horribly animated show. The Enterprise is transporting Mr. April and his wife. April had been the first commander of Enterprise and his wife had served as the ship's doctor. They're old and awaiting retirement. However, en route to their 'decommissioning' ceremony, the ship is sucked into an opposite universe--one where folks are born old and progress to infancy! And so, the entire crew is growing younger and younger and it's up to April to command the ship back to our reality. Quite the coincidence that he happened to be aboard, huh?!This is not a brilliant episode by any SANE standard. But it is interesting and despite it's excremental animation, it's a decent place to end the ""Star Trek"" animated show.",6
0,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)","Crackerjack ""Star Trek"" Adventure, And A Possible Precursor To ALIEN","I would easily pick this as my favorite installment from the ""Star Trek"" Animated Series from 1973 - 1974. Written by Sam Peeples, the same chap who penned the 2nd ""Star Trek"" pilot ""Where No Man Has Gone Before"", this one has same authority to its storytelling and plays very much like a classic era episode in spite of its cartoonish roots: While on a ""routine"" star charting assignment the Enterprise finds itself drawn to a dead planet orbiting a dead star. Locked in orbit is a massive, intricate, derelict alien spacecraft that has been trapped there for uncountable eons of time. Kirk leads an away team to explore the eerie derelict and discovers that its not quite as uninhabited as originally believed. After finding a warning message from the ship's long dead & fossilized captain, the away team departs only to find that a formless energy being has come back with them. And it wants the Enterprise for a very specific, horrifying purpose.The episode is fast paced, serious in tone, introduces us to the Life Support Belt concept that would allow the animators to place the familiar characters in more fantastic circumstances like the vacuum of space, and concludes with the classic stock device of a self destruct countdown of sorts. You can do much worse for ""Star Trek"" material regardless of how it was made, and I'd actually rank this up there with ""Arena"" and ""The Tholian Web"" as one of ""Star Trek""'s most effective television adventures. It was a great choice as the installment to introduce the animated series to viewers.The episode also serves a curious footnote in the development of what would eventually become ALIEN (1979), believe it or not. Or rather I suspect it may have suggested ideas to the late writer Dan O'Bannon, whom I have been thinking about a lot since his sad passing away in December of 2009. First you have the idea of finding a derelict, abandoned spacecraft trapped in the vicinity of a dead planet. Then you have your basic warning message left by a fossilized member of the crew, who's corpse is propped up next to the viewing screen for good measure, both ideas that also harken back to Mario Bava's PLANET OF THE VAMPIRES (1965) and Roger Corman's QUEEN OF BLOOD (1966).Then you have your standard alien life form sneaking back onto the ship where it does battle with the human crew, ala FORBIDDEN PLANET (1956) and IT! TERROR FROM BEYOND SPACE (1959) QUEEN OF BLOOD, PLANET OF THE VAMPIRES, and even THE THING (1952). The creature even lacks a discernible form like the Id creature from FORBIDDEN PLANET and very much like the shape-shifting life form that would evolve into the H.R. Giger designed Alien -- a creature who's shape is defined by genetic mutation based on its host organism's structure.The episode even concludes with a sequence where the crew has to work themselves into a frenzy to destroy the ship before the creature can use it to get back to civilized portions of the galaxy and eventually take over, reproducing itself by mitosis, a concept that would also find form in John Carpenter's 1982 remake of THE THING, as well as Allan Holzman's overlooked MUTANT (or FORBIDDEN WORLD) which also features a shape shifting genetically mutated life form preying on humans. Heck if the very robot-like Spock had been an android we'd have a working proof here, though the android ""Ash"" character from ALIEN was a later addition to the screenplay by other hands.So you know, what ever; O'Bannon certainly would have had a chance to see the show during the period 1974 - 1976 in which he was developing the story idea that would become ALIEN. I can sort of picture O'Bannon and Ron Shusset with their TV on one Saturday morning as they were getting started with the day's writing, and all of a sudden their eyes light up as they watch this cartoonized version of one of their favorite shows. Heck I can even map out Amando de Ossorio pillaging that ""Scooby Doo Where Are You?"" episode with the ghost pirate ship & the giggling green ghoul for his GHOST SHIP OF THE BLIND DEAD Euro Horror favorite. Inspiration can come from the damndest places sometimes! 9/10",9
1,"""Star Trek"" Beyond the Farthest Star (TV Episode 1973)",One of my favorite episodes.,"A little more inventive (though somewhat stark) than some of the more recent sci-fi offerings, the voice acting and backgrounds offset stagnated and sparse animation. Even so the actors are more speaking into a microphone while using their character's voice, as opposed to letting themselves get entirely into characters and emote in full.The story, though basic, is highlighted with some rather interesting premises. The driving character's motive is only loosely touched on, and never fully explored. Most likely this was done to placate to both an adult and child audience for easy story digestion.Character development is kept to a minimum for both crew and opposition, leaving a rather sparse yet interesting installment into the franchise.",
