,episode,rev_title,rev_content,rvr_rating
5,"""Star Trek: Deep Space Nine"" Shadows and Symbols (TV Episode 1998)",A re-watcher.,"You may have to watch this episode and the previous ones (and especially 'Far beyond the stars') a few times to fully understand the main story here. But that effort will be rewarded by a much greater appreciation for this one. Very well written science-fiction. Another fine one, as well as some nice sub-stories.",10
6,"""Star Trek: Deep Space Nine"" Shadows and Symbols (TV Episode 1998)",Mixed feelings about a mostly well done episode,"As a man who loves star trek since its incarnation, I have very mixed feelings about this episode. First, I realize that Ben Sisko is a religious figure to the bajorans, but his abject dismissal of his family is upsetting. Especially since he is the family Captain; something Kirk and Picard (My favorite) were not, for different reasons. I have no one to blame for this, especially since the effervescent Avery Brooks played his part brilliantly as usual. His dedication to the ""wormhole aliens"" was just a bit unnerving in this one, given his wonderful family.The other issue I have with S&S is that Worf shouldve grieved more heavily for his fallen love. I know many have brought this up with the subsequent films (completely warranted criticisms) but between Quark's whining and the rest of the rag tag crews banter...I just felt empty. This was the love of Worf's life, and he shouldve plunged a dagger in the ferengi's neck for his disrespect.I think this episode is a bad example of what DS9 has to offer. As a series it was a worthy follow up to the brilliant Next Generation, and vastly superior to the poorly written and badly acted tripe of Voyager and Enterprise. For a good example of what DS9 was: I suggest ""In the Pale Moonlight"" a tour de force performance by Brooks and a damn fine piece of Trek writing.",
7,"""Star Trek: Deep Space Nine"" Shadows and Symbols (TV Episode 1998)",Some answers....,"The first episode of season 7 of ""Star Trek: Deep Space 9"" was a bit frustrating because it introduced so many plots but offered no resolution. Fortunately, this second season clears up many of these...and leaves a few still dangling.When the show begins, Ezri is showing that she is no Jadzia Dax. Ezri Dax is a bit afraid of flying on the shuttle and looks a bit panicked. Worst of all, however, is that you learn that she is a counselor--something that many Trek fans will despise!! Her full character will have to be revealed in subsequent episodes.Ezri Dax is accompanying Sisko on his vision quest to locate some new orb. I agree with one reviewer who disliked this plot, as Sisko was so obsessed that the folks he brought along (including his elderly dad) were unimportant and the scorching planet they arrived on seems ready to kill the old man...and Sisko is indifferent. Worf and his guy pals all are on their mission to somehow get Jadzia Dax into Sto-vo-kor by proxy. An odd notion indeed--and one requiring a brave deed in battle.The final plot involves Colonel Kira and a Romulan Senator having a run-in and neither seems willing to back down. Someone better, of the fragile alliance will be in jeopardy.The resolutions to these plots is decent--but I am not a huge fan of some of the encounters Sisko has with his Prophet friends. I did, however, find it fascinating just how long-term their game plan is and how he was NOT chosen to be the emissary by random chance. Interesting and worth seeing.",7
0,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",DS9 Goes Down Hill,"This episode and subsequently season are disappointing.They introduce a new character and decide that the she needs no attractive women. Keira was already a masculine looking 'female' with ugly short hair. Enter Ezri who is another masculine looking shorthaired annoyance. They replaced the pretty Dax with an ugly Dax who, moreover, is supposed to be a counselor but needs constant counseling.Yikes.",
1,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",Short-haired nervous nelly,"This episode and indeed this season of Star Trek: Deep Space 9 suffers from the boring, annoying and ugly short haired woman that is Ezri Dax. If they wanted to replace Jadzia which was a little eye candy with someone completely the opposite then they succeeded. It is a mistake and the series suffers. Masculine women with male hair cuts probably appeal to a certain market segment, but the series already had the Lieutenant. Why have two ugly women?
The season improves slightly at its end, but fans like myself have to sit through the ugly women which makes no sense because after all television is fantasy and entertainment.",3
2,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",Ezri arrives at DS9,"When Ezri Dax arrives on DS9 as she is surrounded by memories of her previous host Jadzia, it is also hard for Jadzia's friends who find it difficult to come to terms with the fact that their friend has died but all her memories survive in Ezri. Hardest hit is Worf who can't accept Ezri and makes her so awkward that she tells Captain Sisko that she plans to resign from Star Fleet and return to Trill. Before she can leave Sisko asks her to see Garak as he is suffering from claustrophobia which is preventing his vital code breaking work. Initially he isn't keen to open up to the young trainee councillor but eventually she gets to the bottom of his problem. She also confronts Worf and although things still aren't perfect between them Worf accepts her for who she is and not as his wife's replacement.I really enjoyed this episode even though there was little action and no real sense of threat, probably because it was centred on two of my favourite characters; Ezri Dax and Garak, who are played well by Nicole de Boer and Andrew Robinson.",8
3,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",Ezri comes off as annoyingly lacking confidence...let's hope the writing for this character improves!,"The Dominion and Cardassians are involved in an all-out war with the Romulans, Klingons and the Federation. Life seems tenuous, that's for sure and at any minute the station could be attacked. So, in light of all this, ""Afterimage"" is a particularly frustrating and misplaced episode. Instead of deep and important topics, the main one explored here is that Ezri Dax feels unloved and unwanted by her fellow crew members as well as VERY uncertain about herself or whether she should remain on DS9. In addition, she talks about feeling space sick...which is a bit annoying. Although someone MUST have thought this would make her an endearing or interesting character, it just makes you wish that Terry Farrell had not left the show! Perhaps in a few episodes this won't be the case, but for now Nicole de Boer (Ezri) has a tough job winning over fans based on the character which was written for her. I know I sure felt frustrated by what I'd seen so far.Apart from listening to Ezri whine and act like a little girl*, Ezri does manage to help Garak a bit using her counselor skills. Poor Garak was an abused child and she helps him gain control over his fears. Plus, his bluntness enables him to say what most fans of the show were feeling--that Ezri should 'man up', so to speak. Also, Worf continues his quest to be the most annoying and grouchy member of the crew...and he's doing a great job!*One thing I LOVED about ""Star Trek: Deep Space 9"" over previous Trek shows is its female characters. In the original ""Star Trek"", women were mostly decorations for sexy outfits. In ""Star Trek: The Next Generation"", they were just annoying--with Tasha Yar being a one-dimensional angry lady who goes on and on about rape gangs, the Doctor being very inconsistently written and Counselor Troi being too, too 'touchy feely' (though she did improve a bit over time). On the other hand, Major/Colonel Kira definitely came into her own as the show progressed and Jadzia Dax was one of the best characters. Let's hope Ezri can grow into something more...but her sitting and crying in this episode is NOT a good sign for the future!",5
4,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",Welcome to show Ezri (How Garek got his groove back),"Ezri meets Morn. Endearing.Ezri meets Kira. Contemplative.Ezri meets Quark. Friendly.Ezri talks to Sisko. Encouraging.Garek snaps at Quark's. Appropriate.Sisko sends Ezri to Garek. Encouraging.Quark and Bashier talk Dax. Predictable.Ezri meets Garek. Welcoming.Ezri bumps into Worf. Awkward.Julian gets Ezri a drink. Warm.Garek snaps again. Troubling.Garek and Ezri meditate in the holosuite. Calming.Bashier removes a feather from Quarks ear. Funny.Worf threatens Quark and Bashier. Uncomfortable.Garek humiliates Ezri. Brutal.Sisko humiliates Ezri. Painful.Obrien confronts Worf. Honorable.Ezri confronts Garek. Courage.Garek finally opens up. Appreciation.Ezri talks to Sisko. Clarity.Worf finally talks to Ezri. Resolution.Sisko makes Ezri station counselor and they throw a party. Acceptance.This episode holds together remarkable well. Its character driven and while its meant to bring Ezri into the fold Garek nearly steals the show. If you don't like the new Dax by the end of this episode you never will.Verdict: Essential if watching the entire series, but not a top 10.",8
5,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)","Psychological, subtle and profound","This claustrophobic episode focuses on Ezri's adjustment to her new circumstances and everyone else's adjustment to Ezri Dax and the casualties of the war.The Thrill species can have joined symbiotic relationship where the symbiant outlives the host. Ezri is thus the 9th host and shares the memories and feelings of the 8 previous hosts including Jadzia who was an integral part of the station and the show for the last 6 years and the wife of Worf. This particular situation makes for some great drama trying to figure out how to interact with someone who has the memories and feelings of someone you know but that isn't that person. This is what science-fiction does best and DS9 gets Les Landau to direct actors who are as familiar as they can with their characters in the show's last season and put new wide-eyed and confused Ezri Dax (and new actress Nicole De Boer) to thread the line between this complicated situation.Add Andrew Robinson as the enigmatic Elim Garak for character development and repartee, quirky Quark for warmth, brash Bashir for flirty friendship and bravado, as well as Avery Brooks' Sisko who not only knew Jadzia Dax but also Curson Dax, the 7th host. We have all the complexities of a great chess match and an episode that is perhaps match by ""Duet"" as one of the best Thrill episode ever. One of the best and most difficult episode all together when you take into account the 6 year backstory of all the characters culminating into this unspoken conflict (or conflicts).The dialog and story are strong but the beauty is really in the nonverbal nuances, the tone, the double entendre and deeper interplay. In that sense, the episode may be for DS9 connoisseurs instead of passerby, but it still showcase strong narrative impetus. Also it elevates itself by the quality of questions it raises and the satisfying yet not quite resolved resolution.Ezri is in search of herself, but we are glad we have found her. A great character and circumstances episodes to make Ezri Dax a solid part of the final chapter of this space saga.",10
6,"""Star Trek: Deep Space Nine"" Afterimage (TV Episode 1998)",The New Dax,"I hoped when Jadzia died, a new host would be found. I figured it would happen, but I didn't know what person would fill the bill. Enter Ezri who is a counselor. She is petite and very pretty. She was made a host because of unavoidable circumstances. This episode involves her integration onto the station. She has several issues. First of all, she has a devil of a time dealing with Garak's claustrophobia. He is hostile toward her and she is shy and vulnerable. Also, Bashir and Quark were carrying a torch for Jadzia who still inhabits her thoughts and memories. Worf, of course, sees her carrying his wife in her being. She has her ups and downs, but she is truly a strong woman. I hope her appearance is a good one for the series.",8
0,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",I love this episode,"It doesn't have anything to do with the storyline in season 7, but it's still a great episode. Being a huge baseball fan, I really enjoyed watching the DS9 crew learn how to play the game. Though I was rather surprised O'Brien knew so little about baseball since he's human. I'm not surprised at all that Rom and Quark didn't know the first thing about baseball since there's no profit in it haha. It would have been nice if the DS9 team actually won the game, but it teaches a good lesson in humility. The Vulcan couldn't understand why they were celebrating when they lost, but that's Vulcans for you. They don't know the first thing about emotions since they don't use theirs, so the idea of keeping your chin up after a loss is foreign to them. Overall a great episode that I highly recommend.",10
1,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",For a filler episdode its a lot of fun,"In this episode we take a break from the war for a game of baseball against some Vulcan's. Let's have a meeting about the game.Worf Zinger #1: ""We will destroy them.""And now we will take a moment to watch the crew learn the rules and say silly things. Oh look, Rom and Lita want to play, but Quark is being a party pooper.Okay! Time for practice! We've got a very different side of Sisko here. He's all business, but in a fun way. Looks like we've got a lot of work to do.Reluctant Umpire Odo is reluctant. Ouch everyone is hurt. Sisko is still excited though so he recruits his girl friend. Hey hey! Things are looking much better. Except for Rom, he's having struggles.Frustrated Sisko is frustrated. Rebellion is fomenting. Scotch infused gum is Scotch infused. And now we get the story behind Sisko's rivalry with Solak. Its pretty funny. Sisko makes Cassidy promise not to tell the rest of the team. She promises. Cut to Cassidy telling the team.Oh good! That game is starting! Let's here some chatter 9ers!Worf Zinger #2: ""Death to the opposition!""Fhew, this game is tense. The Vulcan's are playing to win today, that's for sure. Odo is killing it as an umpire. Hotheaded Sisko just got thrown out leaving O'Brien to take the reigns. Lita pulls a Fancy Dan! What a game!Quark fields, throws to Worf at first! Worf throws home! He didn't touch the plate! Unbelievable!! Nog doesn't know what to do! I've never seen anything like this before!Worf Zinger #3: ""Find him and kill him!""He's out!New inning. Nog's on third, the 9ers could score! What's this, Rom is pinch hitting for Jake?! Unbelievable! Are you inspired? I'm inspired! He's got the crowd on his side that's for sure, let's see if he can deliver. Ouch, two strikes. The team wants him to bunt but he doesn't seem to understand. Its a hit! Nog might make it home! Vulcan scoops it up! Nog slides! Safe! The 9ers brought home a run! He did it! Rom did it! And now Solak is getting ejected for contact with the ump! What a game! What a game!The team throws a party to celebrate their victory. Emotional Vulcan's are emotional. Nice fade out on the end.As filler goes this is as good as it gets. I wish the producers of Discovery would watch this one. Star Trek used to be fun. The writers were confident enough in their characters to not take themselves seriously all of the time. I miss that.Verdict: Death to the opposition!",8
2,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",Lighter episode that takes a break from the war,Amid all the darkness and despair of the Dominion War the occupants of Deep Space Nine get to have a bit of a break when the captain of a passing Vulcan ship challenges Sisko to a game of baseball. He readily accepts the challenge before realising that apart from himself and his son nobody else on board has any idea how to play. He has two weeks to teach his players how to play the game before taking on the Vulcan's who are naturally stronger and faster anyway.Being a lighter hearted episode there are a few good laughs; Odo practising giving people out was hilarious as was Chief O'Brien getting into the spirit of things by chewing gum... which he had flavoured with Whisky. I was rather surprised however that Quark wasn't running a book on the outcome of the game.I had expected to dislike this episode as I dislike most episodes which take place on the holosuite and I'm not that interested in baseball. However as I watched the story grew on me and the ending wasn't the cliché one might have expected.,6
3,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",lightweight but amusing episode,"A 'comic relief' episode that takes you mostly out of the ongoing 'Dominion War' story arc of the last season.DS9 was already well past its prime by this time, but the characters were well-established, and the goings-on and subcultures and whatnot of a busy space station made for good background stories. In this episode, another badly-overused plot device, a holodeck, allows the crew to accept a challenge to a baseball game form an old associate of Captain Sisko, but that's not the fun part.The fun comes in the relationship between Sisko and his onetime colleague, between Vulcans and Humans.There seems to be a largely-understated antipathy between the races. Vulcans can be annoyingly condescending, while they find Humans utterly inscrutable.Sisko's Vulcan roommate in the Academy was a competitive rival with a clinical interest in human psychology. To Sisko's annoyance, he occasionally found himself the involuntary subject of his roommate's papers and theses.Years later, knowing Sisko to be a lifetime baseball fan, his rival challenges Sisko and his crew to a game. Sisko accepts the challenge. He knows the Vulcans will be studying his team (DS9 crew) and probably get a bit annoying, but he can't resist a baseball game and the crew needed a diversion...The Vulcan team, with no concept of 'fun', naturally plays to win. What other purpose could there be to play?Sisko and crew play to have a great time.Imagine the Vulcans' hollow victory, chagrin and befuddlement when the game is over and the DS9 team parties, celebrating its loss.",7
4,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",Great episode to see the whole cast interacting,"I must say any negative reviews of this episode can not be made by a true Star Trek fan. This is quintessential trek.Take some alien sci-fi, mixed with some down to earth humanity, throw in some humor. Voila half of the original series followed that model in some shape or form.I would have given this episode a 9/10 except the ending struck me as hollow. It's a hilarious ending, with the crew taking jabs at the Vulcan, all the while his emotions seeping through his cold exterior. But then Julian hits the nose on the head ""To manufactured triumph!"" There is no real moral to the story, other than I guess that people can be happy and find solace in friends and family, even after a defeat. I just expected a more concrete point to the story.I guess ultimately it is meant to be light heart-ed, and the flimsy moral to the story serves to be light heart-ed as well.Also I love seeing the entire crew together on camera at the same time. Makes for a deep scene with lots of real emotion. The camera panning to ""catch"" Lita kissing Rom at the end is perhaps my favorite moment of the episode.",8
5,"""Star Trek: Deep Space Nine"" Take Me Out to the Holosuite (TV Episode 1998)",Not Worth a Lot,"The Sisko/Vulcan rivalry is at the core of this. Sisko's lifelong Vulcan adversary has taught the game of baseball to his crew. They have polish and understanding of the game. Jake and his father are really the only ones who have a knowledge of the game. Baseball can be pretty complicated to one who has no experience with it. To play the game it takes some skills practiced over time. As a lifetime fan and player, there are some things that don't wash. One is Worf's inability to even touch the ball with the bat. He is the Zen master and has that second sight. I thought it would have been fun for him to hit a 500 foot home run. The others, for all their good intentions are as hapless as can be. It's an interruption from the intense issues of the war. But as a baseball episode, it doesn't do very well.",5
