,episode,rev_title,rev_content,rvr_rating
10,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",All the men on the planet are imprisoned by 'pain belts' as a means to keep them under control,"An alien, Kara (Marj Dusay), beams aboard the Enterprise, knocks the crew out, and steals Spocks brain! The search is on for Spock, the search for his brain anyway, as McCoy keeps his body alive with electronics.Locating the aliens planet the crew beam down to investigate. The crew are quickly captured, and imprisoned by 'pain-belts'. All the men on the planet are imprisoned by 'pain-belts'. Women, who rule this society, need these belts to keep men in line. Why didn't they think to bring along Uhuru...His brain's alive. They find and communicate with Spock - realizing his brain's been taken by these aliens in order that it can run their society. For example, Spock senses he's breathing, but he's only activating environmental controls. These women aren't very technologically advanced themselves. They're only using technology left over from olden times and the crew manage to escape and free Spock. McCoy uses their advanced technology to set things right, and this society is returned to it's 'normal' course.This episode is known for being 'bad', however, this episode has many great Star Trek themes: showing disembodied consciousness, technology that can vastly speed up learning, and primitives who have access to advanced technology (either technology from their own past or alien technology {in one Trek episode, Errand of Mercy, they come across the 'Organians' who appear to be very primitive, only to find out at the end, they are extremely advanced. Their leader saying, ""While it's true, in time, you and the Klingons will become fast-friends..."". Spock observes, ""I should think the Organians are as far above us on the evolutionary scale, as we are above the Amoeba""}). Of course, the pain-belts, being needed to control the men is unique to this episode...'Spocks Brain' is known as being the worst Star Trek episode, it's like the kid in class everyone picks on. Like the kid in class everyone picks on, is this one really that much different from the others? It's no big deal to poke fun at this episode. I suppose it's fun. Even the biggest fans sometimes enjoy making fun of this or that about Star Trek. Is it a good thing to make fun of oneself? Sometimes I wonder whether it is or not...Perhaps tho, the criticism of this episode reveals more about the critic than it reveals about the episode. Perhaps, in the way bullying takes place in the story 'The Mysterious Stranger' by Mark Twain; kids pick on other kids, because ultimately they are afraid of being picked on themselves.Lets laugh at ourselves and not be afraid of being made fun of? Or, lets protect ourselves and others, and show real human sympathy towards someone who is being made fun of? We all love to laugh. Why is it no one ever cries?",7
11,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",There are Far Worse Edisodes. Silly but a lot of fun!,"""And the Children Shall Lead"" ""A Piece of the Action"" ""The Deadly Years"" ""The Devil in the Dark"" ""The Galileo Seven"" ""The Omega Glory"" ""Return of the Archons"" ""Muri"" ""Operation: Annihilate!"" All these episodes are far worse and dumber than even this one is! (Yes, there are several more.) Most bad Trek episodes suffer from bad stories and bad props. (""Spock's Brain"" suffers from really bad props and sound effects.) Plot: Spock's brain is hijacked and used to run an advanced civilization with no intelligent survivors. The women live far below the surface and are incredibly ""hot"" but addle-brained, wearing thigh-high ""catsuits"" (purrrr). No ""fatties"" survive in outer space! The surface-dwelling men are tall, oafish, hunky Viking-types wearing L.L. Bean fur-lined shorts. The ""horn"" sound effect is annoying and hard to take seriously. It's used on countless episodes. Obviously recycled props are everywhere: the computer lights (they keep on blinking and blinking...""Airplane 2!""). Spock's brain receptacle is a white glass globe from Ace Hardware. The hallways look exactly like the Enterprise with triangular doors and new spray paint. They borrowed the ""Teaching Helmet"" concept from Disney's ""Merlin Jones"" and MGM's ""Forbidden Planet"". Spock is wearing a Radio Shack transformer-like helmet and Bones has a big TV remote control to guide him around. The theme, of clueless backward people running things which an advanced civilization left behind, was a re-occurring storyline on Star Trek. (Bill Shatner may be right after all... This is a bad episode!)",7
12,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Funniest Star Trek episode ever,"I don't know why people hate this episode. There's science, cute chicks, and great comedy.A hot babe infiltrates Spock's noggin and appropriates his gray matter. The crew goes after it. The pretty girls don't really know what the hell's going on anymore than Kirk and company do. Eventually, they find Spock's disembodied part and try to put it back where it belongs. It's so funny watching Spock's 'brainless' body being 'mechanically directed' to walk. We all know it's Leonard Nimoy pretending not to have a brain.Good fun. Even the title is funny..... ""SPOCK'S BRAIN"" ..... lol !",10
13,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Brainless,"For an episode of the original Star Trek series, the score on IMDb says it all. While 5.2 (and I'm sure it will be a little different by the time you read this) isn't a BAD score, for the series it is definitely a huge drop. Most episodes are scored around 8. The bad ones around 6.5--so the 5.2 in strongly indicative of how dumb this one is.A mysterious woman magically arrives on the ship. The pushes some buttons on a box on her arm and everyone falls unconscious. When they are under, she steals Spock's brain!!!!!! Then, when they awaken, McCoy informs the Captain that this occurred--at which point, Kirk asks if Spock will be okay!!!!!!!!!!!!!!!!! DUH!!!!!!!! I couldn't help but laugh the first time I heard this! What was Kirk thinking?! Maybe find him a chimp brain or something? So, right here you can tell this is a mondo-brainless episode. It gets even worse when they use a cool box on dead Spock's body to reanimate him! It seems, according to McCoy, that although Spock has no brain, he's actually fine this way until they can somehow find the brain and shove it back again!!!!!!!!!!!! Really, I don't need to go on. Just thinking about the episode nearly makes me laugh because the plot is THAT bad. This is sort of like the PLAN 9 version of Star Trek--monumental in its badness. So bad that it's great to watch with friends so you can make fun of it. So bad that THE WONDER YEARS did a funny parody about it.",2
14,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",My brain hurt's...........,"OK, so it's not the greatest of the original trek's, & for what it's worth i don't think that ""City on the edge of forever"" is either, but it's not as bad as some would have you believe! Synopsis: female organ-snatchers filch yer fave science officer's cranial organ. Crewmates, well Kirk & McCoy really, go on ""great quest"" to re-unite said missing mind with original owner.Ummm, thats about it...Bearing in mind this is a 3rd season episode, AKA Fred Freiberger's death-knell, it could have been worse. Yes there is some eye candy. Yes, there is something for De Kelly to do other than pronounce another death.Deep meaning: No, not really.Deus Ex machina: not so much..........Cheerful resolution: for Spock, yes. For Fred, go watch The way to Eden...Mindless fun(sorry, i'm so, so sorry): well, yeah.It's camp, Technicolour & entertaining. Not every hole can be a goal. But at least it's not too insulting. That's to follow in later episodes!",4
15,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Don't judge the series by this one poor episode.,"As a fan of the series I have always felt a since of pleasure when viewing episodes of the original Star Trek series. However, this one episode goes beyond-the-pale of logic to create a show that is unworthy of such an enjoyable program. Let us just hope that people will not judge the entire series collection by this one poor offering.It actually starts off rather interesting when some chick materializes on the bridge of the Enterprise and begins pushing some buttons on her wrist-band that looks like something Isis would wear. After each push of her wrist buttons, the entire crew of the Enterprise on all decks would become unconscious. Upon awakening from their state, the crew found that someone had stolen Spock's brain. And for some silly reason Spock is still alive but is absolutely brainless (no pun intended).Anyway Captain Kirk is determined to find Spock's brain and replace it back into Spock's head. And since McCoy advises that Spock can only live a few hours without a brain, he rigs Spock's body with some kind of mechanism that will allow the body to be controlled by a box that can have Spock's body do some incredible stunts. So they take the body down to the planet to find the chick that stole the brain.If you believe the first part of the show was silly just wait till you view the second half. You find Spock's brain protected by the chick that was on the Enterprise and her sisters, you have Kirk able to communicate orally with Spock's brain, you have Spock's brainless body able to wrestle one of the girls for control of an object and then McCoy get a helmet of knowledge. All way too daffy for even a fan of the series to comprehend.Do not judge the series by this one episode. This episode was hard to watch for even the most avid fan of the Star Trek name. I'm just glad that there are very few poor episodes. This just happens to be the worse of the worse.",3
16,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Best Episode Ever!,"This one's got it all! Red Alert right off the bat! Then a hot chick dressed like a B-52 beams on board and everything goes nuts! On the planet we get a clue into the classically old school sci-fi idea of Cave people and space people. The cave men are stupid and they all have exactly the same hair and beards. Then we find out there's a whole city of hot chicks who live underground. There are a lot of classic puzzled looks from the actors in this episode. And it's brilliantly contrasted with shots of the stone faced brainless Spock. And finally we get to see McCoy wig out with some awesome under the chin camera work.The new 3D Enterprise looks killer. They took the classic Enterprise and were able to get some great camera movements with cgi. And the details on the ship are wicked. First class job all the way.And for me, almost nothing is funnier than the mechanical Spock seizing the pain giving device from the space chick.",10
17,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",A great start to the third series !,"Spock's Brain is an incredible episode. This episode has all the beautiful traits that make Original Series Star Trek so popular. The actors perform with charm and enthusiasm, the story is engaging despite the low budget sets and props, and we also catch a glimpse of Mccoy's compassionate feelings for Spock, which is something we don't often see. This particular episode has a good balance of cheap gags, classic hammy acting from shatner (which we can't get enough of) and suspense. The only flaw with this episode is that the back story to the scenario could have been elaborated on a little more. The situation the crew find themselves in seems rather vague at times but this doesn't ruin the show. If you love Original Series, don't skip on this one.",8
18,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)","Totally Far-fetched Plot, But Hey, What's New??","This admittedly was a far-fetched plot. But seriously folks, what episode isn't?? It has very interesting moments. I loved it when McCoy says (after putting on the ""thinking cap"") ""Of course! Of course!"" in wonder and then that re-installing Spock's brain would be ""child's play"". But I wouldn't have had Spock directing the brain surgery after McCoy falters. That's just too hokey!! I would have McCoy finish the brain surgery in warp speed while bragging about how he is going to revolutionize surgery with the new knowledge. Then after they get back to the Enterprise, McCoy realizes all the knowledge has not been retained and Spock & Kirk give him a hard time about that.",9
19,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Very Serious Episode,"From the very beginning of this episode there is high drama. A ship using ion propulsion, something that Scotty realizes is far more advanced than anything humanity and the Federation has.
It becomes startling when suddenly an alien woman inexplicably and skillfully removes Spock's brain in order to utilize its intellect to provide power and life -generation for the ladies below. Wow! Where does that leave Spock? Think for a moment what it would be like to have your brain stolen! I mean, what could you do? You couldn't do the simplest things...eat, drink, or talk; and many other things, would be impossible without your brain. Hopefully, if it ever happens to any of us, our friends who genuinely love us would do their utmost to find our brain and restore it, like what happens here.
Fortunately, things work out well here because with only a short time left Captain Kirk guesses the right planet to go to and, well, I won't spoil the story. Just watch it yourself and be happy that in the end, Spock gets back his brain. I just love Star Trek.",
20,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",memorable episode!,"Memorable episode! Spock's Brain episode is so cheesy it's memorable! Spock's brain is removed form Spock's body and the crew needs to find out why? Can they return Spock's Brain back to Spock's body? The episode becomes more cheesy as it's located on a plant of attractive women who use a special machine for the brain surgery. Cheesy story, with campy acting and script. Comic, the women is totally clueless and refuses to re-attached Spock's brain. Spock become the brain centre or C P U for a huge system which runs the plant. McCoy must do the surgery with this cone of knowledge machine. McCoy takes a risk with the machine, and forgets the surgery halfway threw. Spock talks McCoy threw the surgery. The director and writer had fun with this one. Campy, cheesy, and just plain fun. Not the best script and or acting, but memorable. 6 out of 10!",6
21,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",A Female Alien Steals Spock's Brain,"Season 3, episode 1. The Enterprise encounters an ion-propelled craft. A female appears on the bridge and uses a device to knock them all out, when they awake Spock is not moving. McCoy takes Spock to sickbay, examines him only to find Spock's brain missing - surgically removed - all nerve endings are repaired -- Spock's Vulcan body is fine just his brain is missing. Kirk and crew follows the ion trail to the 6th planet in that solar system. Kirk takes a gamble and beams down with Chekov, Scotty and a couple of red shirts to inspect the icy planet. They run across a primitive group of humans - they refer to the others as bringers of pain. Kirk then has McCoy to beam down to check some remains and when he does, he brings Spock's remote controlled body along. Kirk okays Spock's body with them and they do some investigating to find a large underground facility. Kirk uses his communicator and picks up Spock's brainwave thoughts, Spock responds to Kirk and search crew. As they move along to find Spock's brain they are captured by the aliens. The aliens seem to know nothing when they speak to Kirk and crew... but eventually get information about a controller. It seems Spock's brain is the controller and Kirk and crew want to speak to the Controller. It's a matter of finding Spock's brain and putting it in Spock's body but McCoy's medical knowledge is limited and Spock will have to help him with the surgery.It's not a great episode kinda on the silly side but fun to watch.7/10",7
22,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",I always loved this episode,"I'm not sure why some people have such a problem with this episode. Using a brain to control a society has been used several times on Star trek, and it seems quite logical. Yep, I said logical.
The premise of the show allows for technology to control Spocks's body. Muscles are controlled using electricity, so there is no reason a future brainless body can't be controlled remotely. As a little boy I thought it was sooo cool. As an older man I still think it's cool. They are working on similar technology to aid people with paralysis right now.
We can also transplant some organs today. I have to assume someday that a brain transplant could be possible. Especially if an advanced alien machine teaches us how. Remember, this is science fiction, not science fact. I thought this was an interesting idea, and it was well executed. It was a head of it's time (pun intended).
Far better then watching episodes where the next generation taxi diplomats around known space. Or episodes where Voyage has yet another shuttle accident, or only has 20% shields left.
The creativity of the original series episodes, like this one, has never been duplicated. Copied, yes. The Enterprise episode Dead Stop, has many humanoid brains controlling a automated repair station. This episode was very well received, and has essentially the same premise. The only major difference, as far as the brain stuff goes, is we get to see a remote controlled man, and an amusing operation. That's just awesome.",9
23,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Idiotic Example of the Series' Worst Excesses,"One of the worst episodes of the series, with poor dialogue and acting, and a remarkably stupid premise.A mysterious visitor appears on the bridge of the Enterprise, renders the crew unconscious, and removes Spock's brain to run their civilization. Naturally, Kirk, Scott, McCoy, and (an automaton-like) Spock go below the planet surface to retrieve the brain. Unfortunately, the dialogue consists of such memorable lines as ""Brain and brain, what is brain"" and Shatner's hammy tendencies make themselves readily apparent as they would throughout most of the third season). Skip it.",3
24,"""Star Trek: The Original Series"" Spock's Brain (TV Episode 1968)",Someone Stole It! Someone stole Spock's Brain!,"It isn't every day that someone steals your brain (unless, of course, your a politician or a Fox News broadcaster). Unfortunately, Spock has his stolen by some strange woman who gets on board the Enterprise. So begins a journey, meeting a series of stupid people who, even though they still have their brains, are of no help. Spock's brain is used to provide the control center to keep a civilization where Neanderthal men are in one place and Neanderthal women are in the other. Apparently, William Shatner and Leonard Nimoy were utterly embarrassed by this episode (in many of the third season episodes, for that matter). The sight of Spock walking around with this idiotic look on his face (the fact that Vulcans can still function without a brain is asinine as well) is one of the most insulting things that's ever been on television.",4
